pos_id,lat,lon,cluster_id,cluster_size,density_type
0001085,50.9991791,-113.9520426,17,15,small_cluster
0001086,34.8072749,-82.32352530000001,-1,0,isolated
0001087,40.5849039,-74.2476307,11,66,dense_cluster
0001088,41.9368038,-87.89533689999999,1,70,dense_cluster
0001089,30.3492073,-89.7517283,-1,0,isolated
0001090,47.2085859,-122.241051,56,15,small_cluster
0001091,40.7316601,-112.012794,20,29,dense_cluster
0001092,33.4134751,-84.133667,95,9,small_cluster
0001093,34.7558184,-86.7437589,-1,0,isolated
0001094,43.57503029999999,-96.7163324,-1,0,isolated
0001095,42.6542345,-71.1123176,-1,0,isolated
0001096,46.2786231,-119.0853505,-1,0,isolated
0001097,45.5562894,-122.9198611,111,7,small_cluster
0001098,32.9441176,-96.99809289999999,14,89,dense_cluster
0001099,39.8885,-86.25363449999999,52,7,small_cluster
0001100,41.9295677,-85.6318158,-1,0,isolated
0001101,35.1234356,-90.0628694,78,37,dense_cluster
0001102,40.24648440000001,-76.19329619999999,-1,0,isolated
0001103,34.9227949,-90.0102265,78,37,dense_cluster
0001104,45.5454551,-72.0363665,-1,0,isolated
0001105,-33.827623,150.813172,-1,0,isolated
0001106,39.6341799,-86.07834729999999,151,6,small_cluster
0001107,43.089941,-77.6197444,-1,0,isolated
0001108,44.4291081,-89.67177389999999,-1,0,isolated
0001109,40.9145058,-81.45519879999999,-1,0,isolated
0001110,32.8933287,-96.6665561,40,13,small_cluster
0001111,37.6325771,-91.1347399,-1,0,isolated
0001112,40.3464486,-74.49245590000001,114,14,small_cluster
0001113,41.4897401,-88.17509869999999,61,12,small_cluster
0001114,34.2700914,-83.8294477,108,6,small_cluster
0001115,40.1340193,-77.37853679999999,-1,0,isolated
0001116,51.839766,5.8047275,-1,0,isolated
0001117,38.2936657,-122.4499973,-1,0,isolated
0001118,40.5395289,-76.96081029999999,-1,0,isolated
0001119,40.4955477,-74.3624091,11,66,dense_cluster
0001120,44.0314036,-73.1729379,-1,0,isolated
0001121,28.4512458,-81.27337349999999,-1,0,isolated
0001122,41.491127,-88.16302490000001,61,12,small_cluster
0001123,32.3562417,-88.7273638,-1,0,isolated
0001124,29.6742686,-95.0185711,93,10,small_cluster
0001125,43.62574,-79.69785,7,69,dense_cluster
0001126,35.7656978,-80.82037389999999,-1,0,isolated
0001127,35.7969382,-80.91933949999999,-1,0,isolated
0001128,44.3061107,-88.31561090000001,48,12,small_cluster
0001129,33.8589119,-118.2454585,6,113,dense_cluster
0001130,33.4605126,-112.1585455,36,38,dense_cluster
0001131,39.1375839,-94.5515121,33,29,dense_cluster
0001132,39.3366834,-84.476763,74,19,small_cluster
0001133,30.1373309,-81.5268629,-1,0,isolated
0001134,44.4062565,-89.8488452,-1,0,isolated
0001135,40.6788453,-75.35395009999999,127,18,small_cluster
0001136,39.8549119,-85.91378999999999,128,6,small_cluster
0001137,28.4597618,-81.41304300000002,27,16,small_cluster
0001138,41.9457917,-87.71463860000001,-1,0,isolated
0001139,41.8799394,-88.2607496,28,30,dense_cluster
0001140,33.8911889,-118.0258785,6,113,dense_cluster
0001141,40.2060266,-79.62065919999999,-1,0,isolated
0001142,34.554957,-82.010209,-1,0,isolated
0001143,32.8231712,-97.30237609999999,10,27,dense_cluster
0001144,39.3680804,-84.36820329999999,74,19,small_cluster
0001145,39.8955192,-86.24720760000001,52,7,small_cluster
0001146,42.335915,-85.286927,-1,0,isolated
0001147,33.5275801,-86.87190679999999,63,5,small_cluster
0001148,40.9003763,-74.0892659,11,66,dense_cluster
0001149,33.9981435,-117.9076905,6,113,dense_cluster
0001150,42.3424256,-89.0210894,-1,0,isolated
0001151,43.6860118,-92.9621679,-1,0,isolated
0001152,39.3514521,-77.4192758,-1,0,isolated
0001153,42.0242489,-87.9173919,1,70,dense_cluster
0001154,40.59122929999999,-74.2885369,11,66,dense_cluster
0001155,32.7651133,-117.2005473,-1,0,isolated
0001156,35.2717366,-93.09331979999999,13,5,small_cluster
0001157,41.2333738,-73.02118209999999,129,6,small_cluster
0001158,33.534905,-84.647177,54,21,dense_cluster
0001159,41.4967681,-88.0123048,-1,0,isolated
0001160,35.4720577,-97.61650499999999,117,10,small_cluster
0001161,35.4480541,-86.7824019,-1,0,isolated
0001162,44.04552,-121.3206353,-1,0,isolated
0001163,29.9599902,-95.3776037,25,32,dense_cluster
0001164,47.2582621,-122.4237013,56,15,small_cluster
0001165,35.0820837,-106.7221994,-1,0,isolated
0001166,34.0088702,-118.1980916,6,113,dense_cluster
0001167,45.7329895,-108.6118316,-1,0,isolated
0001168,33.4406077,-112.2019425,36,38,dense_cluster
0001169,36.1021856,-82.4696424,-1,0,isolated
0001170,34.7649902,-92.26285840000001,-1,0,isolated
0001171,42.2419015,-87.99736949999999,139,5,small_cluster
0001172,41.4226926,-81.5019262,73,8,small_cluster
0001173,33.86447649999999,-95.5833138,-1,0,isolated
0001174,39.9332739,-86.0198911,-1,0,isolated
0001175,38.6969188,-121.5715118,-1,0,isolated
0001176,38.72595099999999,-90.3247117,47,15,small_cluster
0001177,35.797132,-86.3907538,-1,0,isolated
0001178,30.8623788,-87.77565919999999,-1,0,isolated
0001179,40.906569,-83.3387319,-1,0,isolated
0001180,41.7920081,-88.32672629999999,28,30,dense_cluster
0001181,42.6561047,-71.1142363,-1,0,isolated
0001182,41.9231417,-87.9164416,1,70,dense_cluster
0001183,33.8284953,-84.18854999999999,41,13,small_cluster
0001184,32.8725359,-97.369124,10,27,dense_cluster
0001185,37.9071743,-121.2687168,101,14,small_cluster
0001186,40.3708663,-74.4865866,114,14,small_cluster
0001187,47.2553339,-122.2319787,56,15,small_cluster
0001188,39.5696038,-84.26857129999999,-1,0,isolated
0001189,33.639531,-84.4988698,54,21,dense_cluster
0001190,37.5299096,-79.35431109999999,-1,0,isolated
0001191,45.45792549999999,-75.7317833,-1,0,isolated
0001192,51.0043028,-114.0558613,17,15,small_cluster
0001193,49.002116,-102.265216,-1,0,isolated
0001194,32.6236693,-96.80618489999999,14,89,dense_cluster
0001195,34.45260680000001,-83.1155094,-1,0,isolated
0001196,43.2694183,-73.5928071,-1,0,isolated
0001197,40.0897037,-82.7518123,42,14,small_cluster
0001198,46.0017469,-112.5226213,-1,0,isolated
0001199,32.8584962,-97.01998739999999,14,89,dense_cluster
0001200,32.7860815,-97.33988629999999,10,27,dense_cluster
0001201,44.9951078,-93.4465085,-1,0,isolated
0001202,33.2104672,-117.3083989,-1,0,isolated
0001203,52.025827,4.612128999999999,-1,0,isolated
0001204,43.8169156,-89.48391439999999,-1,0,isolated
0001205,43.5400994,-89.45156159999999,-1,0,isolated
0001206,32.6926512,-114.6276916,-1,0,isolated
0001207,42.0271365,-87.71180319999999,-1,0,isolated
0001208,45.5567126,-122.4632243,79,11,small_cluster
0001209,30.2600224,-92.02469599999999,138,6,small_cluster
0001210,29.8576203,-95.5038376,25,32,dense_cluster
0001211,42.1579031,-72.7429652,-1,0,isolated
0001212,32.1310134,-81.3793353,-1,0,isolated
0001213,40.892973,-85.5266444,-1,0,isolated
0001214,33.4372041,-112.1708744,36,38,dense_cluster
0001215,34.1484082,-83.6576693,-1,0,isolated
0001216,34.002222,-118.136338,6,113,dense_cluster
0001217,26.2555681,-80.1545316,130,6,small_cluster
0001218,37.41346800000001,-122.0248061,-1,0,isolated
0001219,35.9889635,-83.9408825,-1,0,isolated
0001220,35.4415059,-97.6518159,117,10,small_cluster
0001221,36.0880912,-79.98990239999999,31,5,small_cluster
0001222,33.3336995,-87.0154424,-1,0,isolated
0001223,40.609906,-75.32627719999999,127,18,small_cluster
0001224,45.5346787,-122.4681749,79,11,small_cluster
0001225,45.6100006,-122.6777206,88,8,small_cluster
0001226,34.7585927,-82.2789177,-1,0,isolated
0001227,40.7869769,-74.06606529999999,11,66,dense_cluster
0001228,34.9811668,-89.7966577,78,37,dense_cluster
0001229,34.9121647,-82.2206347,-1,0,isolated
0001230,32.1069048,-81.22667009999999,131,7,small_cluster
0001231,29.56187,-98.4201358,21,15,small_cluster
0001232,32.9544376,-96.8673017,14,89,dense_cluster
0001233,30.4147949,-97.6720895,132,5,small_cluster
0001234,34.21273559999999,-118.4643685,-1,0,isolated
0001235,31.7580875,-99.9723573,-1,0,isolated
0001236,35.476984,-97.61448159999999,117,10,small_cluster
0001237,37.6508158,-121.0139782,140,5,small_cluster
0001238,39.1359784,-94.5132755,33,29,dense_cluster
0001239,38.5658267,-121.5411768,-1,0,isolated
0001240,32.7945173,-97.04042349999999,14,89,dense_cluster
0001241,45.4876229,-122.6420506,123,5,small_cluster
0001242,41.1266218,-83.95795199999999,-1,0,isolated
0001243,34.2684089,-78.0595824,-1,0,isolated
0001244,51.012017,5.7040374,-1,0,isolated
0001245,36.1590597,-78.7292018,-1,0,isolated
0001246,32.6932844,-96.43924650000001,-1,0,isolated
0001247,25.94534,-97.44516,-1,0,isolated
0001248,33.7440137,-84.58673630000001,51,24,dense_cluster
0001249,43.7443579,-79.6540868,7,69,dense_cluster
0001250,41.4938982,-87.5921922,-1,0,isolated
0001251,42.0572113,-72.661521,-1,0,isolated
0001252,-34.73217169999999,138.6305878,-1,0,isolated
0001253,32.96539370000001,-97.0250751,14,89,dense_cluster
0001254,45.5531826,-122.4613494,79,11,small_cluster
0001255,37.9305232,-122.3768772,157,5,small_cluster
0001256,34.7323506,-92.14239479999999,-1,0,isolated
0001257,30.1497014,-93.3432131,-1,0,isolated
0001258,49.8794483,-97.37117459999999,-1,0,isolated
0001259,35.0374365,-89.8967483,78,37,dense_cluster
0001260,41.265324,-75.501509,-1,0,isolated
0001261,41.6750931,-93.59402829999999,3,17,small_cluster
0001262,38.0082589,-87.52280909999999,-1,0,isolated
0001263,38.9201655,-84.61133749999999,55,23,dense_cluster
0001264,42.3773772,-83.3238111,-1,0,isolated
0001265,35.1006988,-89.84974629999999,78,37,dense_cluster
0001266,35.1563436,-114.5519245,-1,0,isolated
0001267,28.0229475,-82.52946920000001,-1,0,isolated
0001268,33.9442769,-117.2401714,15,87,dense_cluster
0001269,34.0840693,-117.2225064,15,87,dense_cluster
0001270,40.1806447,-74.8997307,26,44,dense_cluster
0001271,45.1569819,-67.40621,-1,0,isolated
0001272,41.9476798,-111.8308974,-1,0,isolated
0001273,40.3795152,-74.4585329,114,14,small_cluster
0001274,34.8278126,-84.7577415,-1,0,isolated
0001275,44.1881239,-77.3566104,-1,0,isolated
0001276,43.9387139,-78.926433,-1,0,isolated
0001277,38.3479085,-121.3981495,-1,0,isolated
0001278,43.8287201,-79.24217990000001,-1,0,isolated
0001279,44.4668076,-93.9102489,-1,0,isolated
0001280,29.8670388,-95.5876497,25,32,dense_cluster
0001281,40.36553199999999,-86.8251719,-1,0,isolated
0001282,35.985461,-86.57748199999999,46,13,small_cluster
0001283,39.0431376,-95.63621669999999,133,5,small_cluster
0001284,40.0422472,-76.40176629999999,45,9,small_cluster
0001285,32.9305457,-96.8348939,14,89,dense_cluster
0001286,40.1138291,-74.8967156,26,44,dense_cluster
0001287,32.9044008,-79.964427,57,7,small_cluster
0001288,40.7706356,-74.13170199999999,11,66,dense_cluster
0001289,39.0128314,-77.4653234,81,11,small_cluster
0001290,41.4478607,-88.1427939,61,12,small_cluster
0001291,34.036658,-84.3405693,-1,0,isolated
0001292,39.69454,-77.7314392,148,6,small_cluster
0001293,40.5852525,-74.1658999,11,66,dense_cluster
0001294,47.4337631,-122.2466985,84,23,dense_cluster
0001295,41.8181038,-87.7268071,1,70,dense_cluster
0001296,39.164605,-94.4411207,33,29,dense_cluster
0001297,37.2193855,-93.26107239999999,144,5,small_cluster
0001298,32.1790725,-110.9604213,134,5,small_cluster
0001299,44.8326111,-93.1120722,-1,0,isolated
0001300,39.4574204,-84.536271,-1,0,isolated
0001301,38.4498291,-77.98841329999999,-1,0,isolated
0001302,39.7163056,-86.2510069,-1,0,isolated
0001303,43.7041067,-79.6251304,7,69,dense_cluster
0001304,45.4307729,-73.47155529999999,-1,0,isolated
0001305,41.7921857,-88.2281082,28,30,dense_cluster
0001306,33.9986391,-117.5460539,15,87,dense_cluster
0001307,42.270246,-89.1221247,-1,0,isolated
0001308,40.8283959,-75.3088794,-1,0,isolated
0001309,36.278801,-119.7995569,-1,0,isolated
0001310,33.5068445,-112.0422343,-1,0,isolated
0001311,35.13446510000001,-84.88557329999999,-1,0,isolated
0001312,32.4615709,-83.7643964,-1,0,isolated
0001313,38.6543862,-121.4713217,-1,0,isolated
0001314,36.2155138,-115.1742193,39,17,small_cluster
0001315,36.0690056,-115.255717,119,7,small_cluster
0001316,37.6424142,-97.392287,147,6,small_cluster
0001317,39.9084654,-86.07323079999999,-1,0,isolated
0001318,35.9318486,-80.02299699999999,-1,0,isolated
0001319,41.8885437,-88.7217557,135,5,small_cluster
0001320,33.5445574,-117.188602,-1,0,isolated
0001321,26.7281231,-80.05877339999999,-1,0,isolated
0001322,25.7851271,-80.4055818,4,42,dense_cluster
0001323,30.3586499,-89.1307673,-1,0,isolated
0001324,42.3739058,-88.9634602,-1,0,isolated
0001325,37.5199354,-122.0411165,-1,0,isolated
0001326,32.8167896,-97.3629584,10,27,dense_cluster
0001327,39.681246,-75.5479677,-1,0,isolated
0001328,29.7145909,-95.15751069999999,93,10,small_cluster
0001329,40.0655955,-75.5548091,-1,0,isolated
0001330,39.8645746,-88.8844172,-1,0,isolated
0001331,37.1429848,-121.6520675,-1,0,isolated
0001332,25.8815557,-80.3814644,4,42,dense_cluster
0001333,49.179884,-123.0768679,34,11,small_cluster
0001334,32.9941409,-97.0128436,14,89,dense_cluster
0001335,42.6095404,-87.91037740000002,69,8,small_cluster
0001336,35.6552319,-119.8916441,-1,0,isolated
0001337,40.8268859,-111.956164,20,29,dense_cluster
0001338,41.0910745,-80.63819389999999,-1,0,isolated
0001339,32.7694021,-96.5572744,40,13,small_cluster
0001340,40.1701829,-79.85689719999999,-1,0,isolated
0001341,36.0736243,-89.3292031,-1,0,isolated
0001342,47.4295403,-122.2531794,84,23,dense_cluster
0001343,34.046043,-117.565402,15,87,dense_cluster
0001344,38.939876,-76.8756915,115,16,small_cluster
0001345,51.390126,6.7206131,-1,0,isolated
0001346,31.706113,-83.2114239,-1,0,isolated
0001347,33.6960637,-95.5555959,-1,0,isolated
0001348,40.7372479,-111.9661143,20,29,dense_cluster
0001349,29.5371749,-98.3865864,21,15,small_cluster
0001350,29.7675712,-95.25164389999999,91,5,small_cluster
0001351,42.1303885,-72.05167089999999,-1,0,isolated
0001352,41.821091,-90.2334757,-1,0,isolated
0001353,33.629533,-101.8306997,-1,0,isolated
0001354,39.1105479,-82.9931601,-1,0,isolated
0001355,41.0927513,-73.9826356,-1,0,isolated
0001356,36.607598,-119.654793,-1,0,isolated
0001357,40.3339971,-85.96455089999999,-1,0,isolated
0001358,37.4850138,-120.8457409,-1,0,isolated
0001359,42.1989302,-85.5437621,68,5,small_cluster
0001360,39.8513732,-82.92748929999999,0,32,dense_cluster
0001361,38.59695900000001,-121.2818426,-1,0,isolated
0001362,36.2775477,-115.0275308,39,17,small_cluster
0001363,39.7965069,-104.8533059,82,24,dense_cluster
0001364,35.5806125,-89.6329054,-1,0,isolated
0001365,40.7964148,-111.9507386,20,29,dense_cluster
0001366,43.107848,-123.416361,-1,0,isolated
0001367,39.6232682,-75.9567565,-1,0,isolated
0001368,34.0206021,-117.3347082,15,87,dense_cluster
0001369,42.6012585,-71.16860059999999,-1,0,isolated
0001370,44.6428855,-93.2273033,58,5,small_cluster
0001371,41.6859867,-88.0491395,22,24,dense_cluster
0001372,33.5337936,-84.5955682,54,21,dense_cluster
0001373,33.9308556,-118.0686252,6,113,dense_cluster
0001374,45.5938698,-94.1434771,-1,0,isolated
0001375,41.454875,-87.735709,113,5,small_cluster
0001376,36.393816,-94.44232400000001,-1,0,isolated
0001377,53.0029873,-112.7616639,-1,0,isolated
0001378,47.6815213,-117.1922074,-1,0,isolated
0001379,36.0386456,-115.0336973,-1,0,isolated
0001380,42.2759581,-71.7267816,-1,0,isolated
0001381,35.33545489999999,-80.6130156,-1,0,isolated
0001382,49.2729069,-123.0843181,-1,0,isolated
0001383,34.0580459,-117.2185791,15,87,dense_cluster
0001384,39.75881,-77.73025299999999,-1,0,isolated
0001385,45.4709817,-73.6971116,37,14,small_cluster
0001386,37.3175122,-79.9317884,-1,0,isolated
0001387,46.0013343,-73.16416509999999,154,5,small_cluster
0001388,39.1312315,-94.5764815,33,29,dense_cluster
0001389,43.6040717,-70.29755039999999,38,9,small_cluster
0001390,35.222328,-85.21109799999999,-1,0,isolated
0001391,40.9962581,-76.8526621,-1,0,isolated
0001392,27.618481,-99.49588899999999,136,5,small_cluster
0001393,37.677893,-97.22424699999999,147,6,small_cluster
0001394,25.946934,-97.424208,-1,0,isolated
0001395,45.56325409999999,-73.5435986,96,8,small_cluster
0001396,39.3240537,-94.602014,-1,0,isolated
0001397,34.0354146,-117.5989266,15,87,dense_cluster
0001398,43.735693,-79.5318911,7,69,dense_cluster
0001399,33.88029180000001,-118.1665861,6,113,dense_cluster
0001400,41.7612952,-87.7550272,1,70,dense_cluster
0001401,39.2868072,-77.4643262,-1,0,isolated
0001402,35.7547019,-78.0013429,-1,0,isolated
0001403,40.5872752,-74.244693,11,66,dense_cluster
0001404,41.6116659,-93.5919739,3,17,small_cluster
0001405,33.6413845,-112.1834469,-1,0,isolated
0001406,40.76680820000001,-73.2624129,107,7,small_cluster
0001407,30.4764936,-81.6540179,118,9,small_cluster
0001408,43.1974106,-88.0687183,29,8,small_cluster
0001409,33.4019438,-84.1703398,95,9,small_cluster
0001410,39.8617348,-88.9018617,-1,0,isolated
0001411,45.4628111,-91.0828636,-1,0,isolated
0001412,35.6229511,-97.4945017,-1,0,isolated
0001413,47.170451,-122.4959494,112,6,small_cluster
0001414,47.4438837,-122.2378418,84,23,dense_cluster
0001415,27.8351077,-82.7099775,-1,0,isolated
0001416,35.36023,-80.83483,30,12,small_cluster
0001417,38.4516804,-122.8737522,-1,0,isolated
0001418,37.5976837,-77.4119616,-1,0,isolated
0001419,29.2207562,-81.082844,-1,0,isolated
0001420,-37.8571339,144.8041155,-1,0,isolated
0001421,42.174399,-87.9412552,139,5,small_cluster
0001422,40.4838834,-80.06499430000001,-1,0,isolated
0001423,39.9835246,-86.3760355,9,8,small_cluster
0001424,47.2285745,-122.2397033,56,15,small_cluster
0001425,39.0466819,-95.61582899999999,133,5,small_cluster
0001426,40.7031516,-73.9830961,11,66,dense_cluster
0001427,40.6636714,-75.43699079999999,127,18,small_cluster
0001428,39.1792536,-76.8140056,24,14,small_cluster
0001429,33.698234,-84.427005,54,21,dense_cluster
0001430,40.1983404,-76.9870682,18,13,small_cluster
0001431,36.3481708,-119.3856343,-1,0,isolated
0001432,38.5128574,-107.9132797,-1,0,isolated
0001433,34.2642086,-83.8434729,108,6,small_cluster
0001434,34.1081858,-117.9305852,6,113,dense_cluster
0001435,41.7510999,-88.2075612,28,30,dense_cluster
0001436,30.5003745,-81.6273492,118,9,small_cluster
0001437,39.9917022,-75.04460929999999,26,44,dense_cluster
0001438,43.7436088,-88.4733171,-1,0,isolated
0001439,43.0913633,-77.62260479999999,-1,0,isolated
0001440,36.9312733,-86.4878475,-1,0,isolated
0001441,34.0738266,-117.5396543,15,87,dense_cluster
0001442,45.56066269999999,-122.9066752,111,7,small_cluster
0001443,34.8404505,-86.6288477,-1,0,isolated
0001444,43.7746099,-79.6281754,7,69,dense_cluster
0001445,41.0943242,-80.8765773,-1,0,isolated
0001446,39.74357500000001,-104.7066029,82,24,dense_cluster
0001447,42.9473444,-85.6733453,137,5,small_cluster
0001448,39.7673415,-104.7654882,82,24,dense_cluster
0001449,33.2759018,-111.7808714,153,5,small_cluster
0001450,29.4984277,-98.3961472,21,15,small_cluster
0001451,35.4975417,-81.2516157,-1,0,isolated
0001452,39.0137395,-84.6512774,55,23,dense_cluster
0001453,34.0662697,-117.5975782,15,87,dense_cluster
0001454,43.1163658,-89.6613412,-1,0,isolated
0001455,30.370104,-81.7566403,103,10,small_cluster
0001456,39.8530822,-75.46069949999999,-1,0,isolated
0001457,28.153034,-81.862067,-1,0,isolated
0001458,38.3926618,-78.89806709999999,-1,0,isolated
0001459,41.668168,-88.0932854,22,24,dense_cluster
0001460,33.6304216,-84.3895428,54,21,dense_cluster
0001461,37.9131404,-121.1930092,101,14,small_cluster
0001462,29.9295851,-95.6433658,25,32,dense_cluster
0001463,47.1704235,-122.4955901,112,6,small_cluster
0001464,39.5391582,-119.7024226,75,10,small_cluster
0001465,43.3039681,-79.85855459999999,-1,0,isolated
0001466,35.1824903,-90.0433242,78,37,dense_cluster
0001467,34.9344334,-95.7418359,-1,0,isolated
0001468,35.9266243,-86.5404793,46,13,small_cluster
0001469,29.4515031,-98.4092563,21,15,small_cluster
0001470,35.8710452,-78.857886,-1,0,isolated
0001471,41.184587,-96.0921506,16,24,dense_cluster
0001472,38.7743426,-77.5062449,-1,0,isolated
0001473,41.880789,-87.67663840000002,1,70,dense_cluster
0001474,35.3575481,-78.5669114,-1,0,isolated
0001475,34.1112271,-83.98595739999999,116,13,small_cluster
0001476,39.8998406,-84.2622889,-1,0,isolated
0001477,37.7540729,-97.2363633,-1,0,isolated
0001478,39.1722615,-84.4210415,158,5,small_cluster
0001479,33.0067086,-96.99609249999999,14,89,dense_cluster
0001480,34.7143432,-81.0124234,-1,0,isolated
0001481,42.9441415,-85.6728619,137,5,small_cluster
0001482,47.6683143,-68.8633122,-1,0,isolated
0001483,41.7052557,-85.8576028,110,9,small_cluster
0001484,29.860554,-95.5494337,25,32,dense_cluster
0001485,38.0187317,-121.2899055,101,14,small_cluster
0001486,27.9824408,-82.3985162,87,12,small_cluster
0001487,51.9823805,-105.8720178,-1,0,isolated
0001488,38.4180611,-122.7514864,-1,0,isolated
0001489,32.7391524,-97.02221970000001,14,89,dense_cluster
0001490,33.1086114,-117.1152527,83,9,small_cluster
0001491,33.953171,-84.12550790000002,-1,0,isolated
0001492,30.4994016,-87.2249748,72,6,small_cluster
0001493,45.3942002,-71.90060940000001,-1,0,isolated
0001494,30.2344397,-92.08912199999999,138,6,small_cluster
0001495,43.5045016,-80.2697815,-1,0,isolated
0001496,39.1511011,-86.54347059999999,-1,0,isolated
0001497,38.7872875,-94.9474281,-1,0,isolated
0001498,36.2733448,-115.0605833,39,17,small_cluster
0001499,33.5660861,-84.5534768,54,21,dense_cluster
0001500,42.0896262,-71.454028,-1,0,isolated
0001501,43.2509826,-88.2216262,29,8,small_cluster
0001502,42.2146784,-87.9457564,139,5,small_cluster
0001503,43.9100847,-79.3811176,-1,0,isolated
0001504,36.6950168,-119.7772983,89,10,small_cluster
0001505,29.8737845,-95.56481199999999,25,32,dense_cluster
0001506,33.8362161,-118.23453,6,113,dense_cluster
0001507,32.7998003,-97.0319791,14,89,dense_cluster
0001508,42.9267402,-81.19785259999999,-1,0,isolated
0001509,34.9505887,-90.01714419999999,78,37,dense_cluster
0001510,34.0543395,-117.4619252,15,87,dense_cluster
0001511,35.8326215,-78.3333746,-1,0,isolated
0001512,32.7911738,-97.0483319,14,89,dense_cluster
0001513,33.8570546,-117.8948796,6,113,dense_cluster
0001514,36.6426016,-86.5799818,-1,0,isolated
0001515,34.0527419,-117.5246224,15,87,dense_cluster
0001516,30.6990487,-88.0470826,67,6,small_cluster
0001517,39.1666618,-76.7183826,24,14,small_cluster
0001518,39.1566403,-76.78326990000001,24,14,small_cluster
0001519,37.59917850000001,-120.9858397,140,5,small_cluster
0001520,45.4839421,-73.7082159,37,14,small_cluster
0001521,34.0059095,-81.1324205,-1,0,isolated
0001522,26.3183894,-80.1233225,130,6,small_cluster
0001523,34.9241294,-90.0002914,78,37,dense_cluster
0001524,41.4982973,-72.7736979,-1,0,isolated
0001525,45.8624489,-72.06789169999999,76,10,small_cluster
0001526,44.8210843,-92.9546234,-1,0,isolated
0001527,43.705414,-79.805121,7,69,dense_cluster
0001528,35.4368786,-82.4852872,-1,0,isolated
0001529,32.6368984,-96.8014797,14,89,dense_cluster
0001530,41.442949,-87.02873989999999,-1,0,isolated
0001531,34.0012958,-118.2039076,6,113,dense_cluster
0001532,28.4666917,-81.3693325,27,16,small_cluster
0001533,40.9020175,-74.24136469999999,70,11,small_cluster
0001534,33.8452559,-118.2289632,6,113,dense_cluster
0001535,29.8098463,-95.4520543,25,32,dense_cluster
0001536,39.9723896,-104.8267804,-1,0,isolated
0001537,38.9748387,-84.6300655,55,23,dense_cluster
0001538,40.7211624,-85.2092028,-1,0,isolated
0001539,46.138958,-118.9177047,-1,0,isolated
0001540,30.4878452,-91.2102252,-1,0,isolated
0001541,45.0624181,-93.81083319999999,-1,0,isolated
0001542,28.4333752,-81.4168846,27,16,small_cluster
0001543,34.9858257,-89.79130339999999,78,37,dense_cluster
0001544,40.072917,-104.6466599,-1,0,isolated
0001545,38.7201047,-104.7177565,-1,0,isolated
0001546,43.6604152,-79.6595972,7,69,dense_cluster
0001547,29.357803,-100.9302363,-1,0,isolated
0001548,39.344577,-87.4061978,-1,0,isolated
0001549,42.2560923,-85.5267832,68,5,small_cluster
0001550,34.0301184,-117.5277468,15,87,dense_cluster
0001551,41.92050830000001,-88.1056443,1,70,dense_cluster
0001552,38.6238875,-90.2234769,-1,0,isolated
0001553,29.82152739999999,-95.5685518,25,32,dense_cluster
0001554,32.5492171,-85.5634463,-1,0,isolated
0001555,33.4060174,-111.9993289,36,38,dense_cluster
0001556,40.8395744,-74.0805233,11,66,dense_cluster
0001557,39.8300511,-86.22900720000001,52,7,small_cluster
0001558,35.9963203,-86.6066135,46,13,small_cluster
0001559,46.6103382,-120.4661772,-1,0,isolated
0001560,39.9897269,-104.9851279,-1,0,isolated
0001561,33.899705,-118.0343308,6,113,dense_cluster
0001562,39.5186419,-84.3893142,-1,0,isolated
0001563,42.3935128,-71.26376119999999,-1,0,isolated
0001564,45.8590318,-72.0745711,76,10,small_cluster
0001565,36.13157030000001,-85.5025139,-1,0,isolated
0001566,37.1228158,-94.4694895,-1,0,isolated
0001567,42.1504407,-87.8361722,-1,0,isolated
0001568,33.1189876,-96.154687,-1,0,isolated
0001569,25.8589047,-80.3771738,4,42,dense_cluster
0001570,28.457343,-81.4130101,27,16,small_cluster
0001571,40.5870043,-83.15541979999999,-1,0,isolated
0001572,37.3986039,-121.9643745,-1,0,isolated
0001573,42.9199996,-85.745918,137,5,small_cluster
0001574,36.0755266,-79.22769079999999,-1,0,isolated
0001575,32.7531431,-97.0499734,14,89,dense_cluster
0001576,38.93963129999999,-94.530401,-1,0,isolated
0001577,40.0384954,-86.49814040000001,9,8,small_cluster
0001578,43.11181699999999,-76.14285,102,7,small_cluster
0001579,-27.4613821,153.1156148,-1,0,isolated
0001580,34.0490162,-117.5174794,15,87,dense_cluster
0001581,40.641753,-75.447294,127,18,small_cluster
0001582,37.9006555,-121.2292093,101,14,small_cluster
0001583,36.6842785,-119.7742551,89,10,small_cluster
0001584,34.8600104,-89.68446589999999,-1,0,isolated
0001585,39.1602195,-94.4738955,33,29,dense_cluster
0001586,34.0569561,-117.2209675,15,87,dense_cluster
0001587,40.2037481,-75.2954218,-1,0,isolated
0001588,40.163664,-83.0128525,-1,0,isolated
0001589,33.3464513,-88.4630483,-1,0,isolated
0001590,38.2229261,-77.4814901,-1,0,isolated
0001591,35.1465006,-106.6000575,104,7,small_cluster
0001592,34.2645816,-92.02508309999999,-1,0,isolated
0001593,49.902787,-97.2113384,141,5,small_cluster
0001594,39.4821326,-76.66004749999999,-1,0,isolated
0001595,31.743947,-106.3754465,142,12,small_cluster
0001596,40.163179,-85.41225879999999,-1,0,isolated
0001597,31.96624709999999,-87.4775756,-1,0,isolated
0001598,53.1173639,-111.8090545,-1,0,isolated
0001599,33.854664,-117.9076807,6,113,dense_cluster
