pos_id,lat,lon,cluster_id,cluster_size,density_type
0000326,43.77097,-79.6228,7,69,dense_cluster
0000327,40.310859,-79.493363,-1,0,isolated
0000328,39.9776227,-75.0378087,26,44,dense_cluster
0000329,42.52674450000001,-87.89619859999999,69,8,small_cluster
0000330,39.9942403,-86.4508616,9,8,small_cluster
0000331,56.0670149,12.7864004,-1,0,isolated
0000332,39.5890068,-104.8209411,-1,0,isolated
0000333,51.0067725,-113.8871389,17,15,small_cluster
0000334,29.9027974,-95.61313469999999,25,32,dense_cluster
0000335,42.7122418,-87.91365429999999,-1,0,isolated
0000336,41.7671096,-87.8521231,1,70,dense_cluster
0000337,41.8006022,-87.77277529999999,1,70,dense_cluster
0000338,44.420362,-73.2156558,-1,0,isolated
0000339,35.717548,-81.25295,-1,0,isolated
0000340,39.001468,-104.7944967,-1,0,isolated
0000341,35.7333947,-81.3533855,-1,0,isolated
0000342,32.793908,-115.5422271,-1,0,isolated
0000343,42.1625575,-83.69104,-1,0,isolated
0000344,32.8898166,-96.67036139999999,40,13,small_cluster
0000345,45.1346381,-122.8407768,-1,0,isolated
0000346,37.70688270000001,-121.7190165,-1,0,isolated
0000347,33.8577041,-118.2261766,6,113,dense_cluster
0000348,39.247769,-81.68681099999999,-1,0,isolated
0000349,35.2253326,-80.8536064,30,12,small_cluster
0000350,42.4378318,-122.8646832,-1,0,isolated
0000351,47.9413648,-122.2426977,-1,0,isolated
0000352,45.5022214,-73.74343379999999,37,14,small_cluster
0000353,34.1005874,-117.5373168,15,87,dense_cluster
0000354,44.9202966,-89.6009004,-1,0,isolated
0000355,40.8605866,-74.3038603,70,11,small_cluster
0000356,45.0921709,-93.4399261,62,6,small_cluster
0000357,41.3102085,-75.7760294,5,9,small_cluster
0000358,43.1680774,-78.7161471,-1,0,isolated
0000359,41.80092519999999,-87.7680493,1,70,dense_cluster
0000360,30.1627215,-97.7869245,19,7,small_cluster
0000361,32.422137,-86.42011500000001,-1,0,isolated
0000362,41.9419951,-87.9057433,1,70,dense_cluster
0000363,43.6414819,-79.6244294,7,69,dense_cluster
0000364,35.0902799,-85.32984859999999,-1,0,isolated
0000365,40.0889733,-75.0142931,26,44,dense_cluster
0000366,38.9448428,-94.74555529999999,71,8,small_cluster
0000367,44.52765400000001,-88.7263468,-1,0,isolated
0000368,40.872128,-96.6372796,-1,0,isolated
0000369,42.5460182,-114.4098399,-1,0,isolated
0000370,32.8416571,-97.2350846,10,27,dense_cluster
0000371,30.4793142,-87.2651923,72,6,small_cluster
0000372,41.4435211,-81.49606039999999,73,8,small_cluster
0000373,35.2573028,-81.1078567,-1,0,isolated
0000374,32.803951,-97.031678,14,89,dense_cluster
0000375,43.5557047,-96.78754819999999,-1,0,isolated
0000376,39.90127460000001,-76.63138219999999,-1,0,isolated
0000377,37.9657754,-85.6874002,100,5,small_cluster
0000378,39.2272773,-76.6840419,24,14,small_cluster
0000379,41.4067006,-88.1394916,61,12,small_cluster
0000380,40.4033273,-104.9686505,-1,0,isolated
0000381,35.0979448,-80.912245,2,14,small_cluster
0000382,51.2074868,-113.9623858,-1,0,isolated
0000383,41.48909099999999,-88.1782229,61,12,small_cluster
0000384,38.8473703,-94.54933779999999,-1,0,isolated
0000385,43.5560701,-87.96592969999999,-1,0,isolated
0000386,40.7361144,-112.0015705,20,29,dense_cluster
0000387,35.5973329,-120.6937375,-1,0,isolated
0000388,29.7832818,-81.3099647,-1,0,isolated
0000389,32.9409207,-97.00545149999999,14,89,dense_cluster
0000390,33.906491,-118.3142089,6,113,dense_cluster
0000391,39.2585845,-94.59855309999999,-1,0,isolated
0000392,41.7018681,-87.5992529,-1,0,isolated
0000393,42.7880248,-73.99095009999999,-1,0,isolated
0000394,30.1818334,-92.0786045,138,6,small_cluster
0000395,4.386445399999999,-76.072799,-1,0,isolated
0000396,33.5255507,-86.7900868,63,5,small_cluster
